Outpost Sports Cards and Games,Edmonton,"15521 118 Ave NW, Edmonton, AB T5V 1C5",,,(780) 929-4006,https://outposttradingcards.ca/,https://www.facebook.com/outposttradingcardsYEG/,Sells;Trades Singles;Sells Wax,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,53.56985,-113.58942
Gamesland Canada,Edmonton,"14806 Stony Plain Road NW, Edmonton, AB T5N 3S5",,,(825) 526-6505,https://gamesland.ca/,https://www.facebook.com/gameslandcanada/,Sells;Trade Nights,Hockey;Pokemon;Magic;Other,53.54236,-113.57654
Swirl Café & Games,Edmonton,"6825 177 Street NW, Edmonton, AB T5T 4K3",,,(587) 460-7007,https://swirlyeg.com/en-us,https://www.facebook.com/swirlYEG/,Sells;Trade Nights,Pokemon,53.50348,-113.62543
ShoeBox Games & Cafe,Calgary,"509 McKnight Blvd NE, Calgary, AB",,,,https://www.shoeboxgc.com/,https://www.facebook.com/shoeboxgc/,Sells;Trade Nights,Pokemon;Magic;Other,51.09590,-114.05155
Cardera Collectibles,Balzac (Rocky View County),"260300 Writing Creek Cres, Suite C19 & 20, Balzac, AB T4A 0X8",,,(825) 540-0291,https://carderaco.com/,https://www.instagram.com/carderacollectibles/,Sells;Trades Singles;Grading Services,Pokemon;Other,51.19603,-113.99645
Premier Sportscards,Banff,"215 Banff Avenue, Banff, AB T1L 1A7",,,(403) 762-9474,,,Sells,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,51.17753,-115.57131
TUGS Cards & Comics (Tugs Pop Culture & Sports),Drumheller,"65 3 Ave W, Drumheller, AB T0J 0Y4",,,(403) 823-2175,,,Sells,Hockey;Pokemon;Magic;Other,51.46355,-112.70868
Imperial Garden Sports Collectibles,Grande Prairie,"10018 100 Ave, Grande Prairie, AB T8V 0V3",,,(780) 538-1611,https://imperialgardensc.com/,https://www.facebook.com/imperialgardensc/,Sells,Baseball;Pokemon;Other,55.17095,-118.79633
The Fort Board Games and Card Games (THE FORT Gaming & Collectibles),Fort Saskatchewan,"2-10303 100 Ave, Fort Saskatchewan, AB T8L 1Y9",,,(780) 589-3678,,,Sells;Trades Singles,Pokemon;Magic;Other,53.71268,-113.21175
D&C's Collectibles,Whitecourt,"4439 52 Avenue, Whitecourt, AB T7S 1P2",,,(780) 779-5019,,,Sells,Other;Pokemon,54.14194,-115.67196
Merchant's Shop (La Shop du Marchand / Merchant's Inventory),Bathurst,"405 MacDonald Street, Suite 1, Bathurst, NB E2A 5A6",,,506-548-0991,https://merchantsinventory.ca/,https://www.facebook.com/merchantsinventory/,Buys;Sells;Trades Singles;Grading Services;Sells Wax,Hockey;Pokemon;Magic;Other,47.63046,-65.66714
